Date	App Name	App Apple Identifier	Download Type	App Version	Device	Platform Version	Source Type	Page Type	Pre-Order	Territory	Counts
2026-04-04	Rewire	6759087214	First-time download	1.0	iPhone	iOS 26.3	App Store search	No page		JP	1
