Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Browser	Browser Version	Device	Platform Version	Territory	Counts
2026-05-21	Rewire	6759087214	Page view	Product page	Unavailable		Chrome Mobile	148	Other	Other	JP	1
