Date	App Name	App Apple Identifier	Event	Page Type	Page Title	Source Type	Source Info	Campaign	Engagement Type	Device	Platform Version	Territory	Counts	Unique Counts
2026-05-22	Rewire	6759087214	Impression	No page	No page	App Store search				iPhone	iOS 26.3	TH	7	7
