Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Browser	Browser Version	Device	Platform Version	Territory	Counts
2026-04-17	Rewire	6759087214	Page view	Product page	Unavailable		Chrome	133	Other	Other	JP	1
