Date	App Name	App Apple Identifier	Event	Page Type	Source Type	Engagement Type	Browser	Browser Version	Device	Platform Version	Territory	Counts
2026-04-09	Rewire	6759087214	Page view	Product page	Unavailable		bingbot	2	Other	Other	IQ	1
