Date	App Name	App Apple Identifier	Purchase Type	Content Name	Content Apple Identifier	Payment Method	Device	Platform Version	Source Type	Page Type	App Download Date	Pre-Order	Territory	Purchases	Proceeds in USD	Sales in USD	Paying Users
2026-05-30	Rewire	6759087214	In-app purchase	Rewire Pro  Monthly V2	6760226886	Other	iPhone	iOS 16.7	App Store search	Product page	2026-05-30		JP	1	0.00	0.00	0
