Date	App Name	App Apple Identifier	Purchase Type	Content Name	Content Apple Identifier	Payment Method	Device	Platform Version	Source Type	Page Type	App Download Date	Pre-Order	Territory	Purchases	Proceeds in USD	Sales in USD	Paying Users
2026-05-26	Rewire	6759087214	In-app purchase	Rewire Pro Annual Full Price	6759788606	Other	iPhone	iOS 26.4	App Store search	No page	2026-05-26		JP	1	0.00	0.00	0
