Event Date	App Name	App Apple Identifier	Event Group	Event Name	Subscription Name	Subscription Identifier	Subscription Duration	Billing Frequency	Billing Period	Subscription Group	Subscription Group Identifier	Offer Type	Offer Name	Offer ID	Vanity Code	Offer Pricing	Offer Duration	Plan Change Type	Previous Subscription Name	Previous Subscription Identifier	Family Sharing	Cancellation Reason	Churn Tenure	Paid Service Days Recovered	App Download Source Type	Page Type	Pre-Order	Original Purchase Device	Territory	Counts
2026-05-30	Rewire	6759087214	Offer start	Free trial start activation	Rewire Pro  Monthly V2	6760226886	1 month	Monthly		Rewire Pro	21930700	Introductory offer				Free trial	3 days				Individual				App Store search	Product page		iPhone	JP	1
