Event Date	App Name	App Apple Identifier	Event Group	Event Name	Subscription Name	Subscription Identifier	Subscription Duration	Subscription Group	Subscription Group Identifier	Offer Type	Offer Name	Offer ID	Vanity Code	Offer Pricing	Offer Duration	Plan Change Type	Previous Subscription Name	Previous Subscription Identifier	Family Sharing	Cancellation Reason	Churn Tenure	Paid Service Days Recovered	App Download Source Type	Page Type	Pre-Order	Original Purchase Device	Territory	Counts
2026-05-22	Rewire	6759087214	Paid subscription from offer	Full price from free trial	Rewire Pro  Monthly V2	6760226886	1 month	Rewire Pro	21930700	Introductory offer		Default_Intro_Offer_6760226886_FreeTrial_P3D_1		Free trial	3 days		Rewire Pro  Monthly V2	6760226886	Individual				App Store search	Product page		iPhone	JP	1
