Date	App Name	App Apple Identifier	Download Type	App Version	Device	Platform Version	Source Type	Page Type	Pre-Order	Territory	Counts
2026-05-30	Rewire	6759087214	First-time download	2.1	iPhone	iOS 16.7	App Store search	Product page		JP	1
